subject,item,list,exp,integrated,related.x,n2num.x,text,animacy,LengthChar.Head,LengthChar.Prep,LengthChar.Adj,LengthChar.Noun,LengthPhon.Head,LengthPhon.Prep,LengthPhon.Adj,LengthPhon.Noun,LengthSylHead,LengthSyll.Prep,LengthSyll.Adj,LengthSyll.Noun,Freq1Mil.Head,FreqMil.Prep,FreqMil.Adj,FreqMil.N1,LogFr.Head,LogFreq.Prep,LogFreq.Adj,LogFreq.N1,RelatedHL,RelatedLH,Integrated,Ass..H.L,Ass..L.HP,Ass..L.HS,AssArc.H.L,AssArc.L.HP,AssArc.L.HS,Plausibility,maincode,dysfluency
91,16,3,SemRel,unint,rel,plur,The eraser near the novelty pencils,I,6,4,7,7,6,3,7,7,3,1,3,2,1,59.14,1.67,2.84,0.3,1.78,0.43,0.58,6.67,6.75,4.58,2.5,0,10,0.32,0,0.64,6.42,C,
91,17,3,SemRel,unint,rel,plur,The waitress by the impatient diners,A,8,2,9,6,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,0.78,1.03,3.08,0.7,0.25,6.75,5.92,5.17,0,0,2.5,0,0,0.32,5.17,C,
91,18,3,SemRel,unint,rel,plur,The table by the antique chairs,I,5,2,7,6,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,9.86,2.03,3.08,0.73,1.04,6.5,6.75,5.67,2.5,5,15,0.32,0.45,0.8,6,C,
91,19,3,SemRel,unint,rel,sing,The resort near the elongated pool,I,6,4,9,4,6,3,9,3,2,1,4,1,6.65,59.14,0.31,46.69,0.88,1.78,0.12,1.68,5.33,6.17,4.5,5,0,0,0.45,0,0,5.67,C,
91,20,3,SemRel,unint,rel,sing,The hydrant near the bent hose,I,7,4,5,4,8,3,4,3,2,1,1,1,1,59.14,1.02,7.45,0.3,1.78,0.31,0.93,5.75,5.67,4.5,0,0,0,0,0,0,4.83,C,
91,21,3,SemRel,unint,rel,sing,The guitar near the faulty string,I,6,4,7,6,5,3,5,5,2,1,2,1,15.53,59.14,1.63,10.18,1.22,1.78,0.42,1.05,6.67,6.5,4.67,0,0,12.5,0,0,0.72,4.18,U,
91,22,3,SemRel,integ,unrel,plur,The trainer for the confident actors,A,7,3,9,6,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,12.59,0.81,3.83,1.07,1.13,4.17,3.86,4.83,0,0,0,0,0,0,5.17,U,
91,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,I,5,4,9,5,4,3,5,5,2,1,2,1,3.53,5044.84,0.18,3.41,0.66,3.7,0.07,0.64,1.58,1.67,2.67,0,0,0,0,0,0,3.67,U,
91,24,3,SemRel,integ,unrel,plur,The camera with the special manuals,I,6,4,7,7,6,3,6,8,3,1,2,3,56.9,5044.84,148.2,0.61,1.76,3.7,2.17,0.21,3.92,4,5.42,0,0,0,0,0,0,5.92,C,
101,1,5,SemRel,unint,rel,sing,The envelope by the formal letter,I,8,2,6,6,7,2,5,5,3,1,2,2,10.04,1212.84,8.31,82.53,1.04,3.08,0.97,1.92,7,6.25,5.75,27.5,0,10,1.1,0,0.64,5.33,C,
101,2,5,SemRel,unint,rel,sing,The cake by the colored candle,I,4,2,7,6,3,2,6,5,1,1,2,2,44.84,1212.84,5.06,8,1.66,3.08,0.78,0.95,6,5.42,5,2.5,2.5,0,0.32,0.32,0,5,C,
101,5,5,SemRel,integ,unrel,plur,The tent with the sturdy cushions,I,4,4,6,8,4,3,6,6,1,1,2,2,17.39,5044.84,1.69,1.16,1.26,3.7,0.43,0.33,2.08,2.33,3.42,0,0,0,0,0,0,3.42,C,
101,6,5,SemRel,integ,unrel,plur,The dam for the musty factories,I,3,3,5,9,3,3,5,8,1,1,2,3,5.29,6749.25,0.49,16.8,0.8,3.83,0.17,1.25,1.92,3.27,3.42,0,2.5,0,0,0.32,0,3,C,
101,7,5,SemRel,integ,unrel,sing,The necklace with the colorful feather,I,8,4,8,7,6,3,8,5,2,1,3,2,9.71,5044.84,3.14,6.51,1.03,3.7,0.62,0.88,1.42,2.75,3.92,0,0,0,0,0,0,5.17,U,
101,8,5,SemRel,integ,unrel,sing,The fortress with the ancient farm,I,8,4,7,4,7,3,6,3,2,1,2,1,3.37,5044.84,21.61,29.76,0.64,3.7,1.35,1.49,2,2.17,2.83,0,0,0,0,0,0,3.75,C,
101,9,5,SemRel,integ,unrel,sing,The butler for the spoiled kid,A,6,3,7,3,6,3,5,3,2,1,2,1,6.8,6749.25,2.18,327.47,0.89,3.83,0.5,2.52,1.25,1.5,3.67,0,0,0,0,0,0,5.67,U,
101,10,5,SemRel,integ,rel,plur,The vase with the vibrant flowers,I,4,4,7,7,3,3,7,6,1,1,2,2,3.84,5044.84,1.02,46.61,0.69,3.7,0.31,1.68,6.42,6.33,5.58,25,0,0,1.05,0,0,6.5,U,
101,11,5,SemRel,integ,rel,plur,The banana for the popular sundaes,I,6,3,7,7,6,3,8,6,3,1,3,2,10.61,6749.25,23.22,0.53,1.06,3.83,1.38,0.18,5.5,5,5.17,0,0,2.5,0,0,0.32,5,C,
101,12,5,SemRel,integ,rel,plur,The bodyguard for the nervous actresses,A,9,3,7,9,8,3,6,8,3,1,2,3,5.71,6749.25,67.04,2.25,0.83,3.83,1.83,0.51,3.92,5.42,4.83,0,0,0,0,0,0,5.67,U,
101,13,5,SemRel,integ,rel,sing,The bicycle with the warped tire,I,7,4,6,4,8,3,4,4,3,1,1,1,6.55,5044.84,1.35,2.43,0.88,3.7,0.37,0.54,6.67,5.42,5.75,2.5,0,0,0.32,0,0,5.58,U,
101,14,5,SemRel,integ,rel,sing,The caddy for the charismatic golfer,A,5,3,11,6,4,3,10,6,2,1,4,2,2.73,6749.25,0.8,1.1,0.57,3.83,0.26,0.32,6.92,6,6.42,0,0,5,0,0,0.45,5.58,U,
101,15,5,SemRel,integ,rel,sing,The church with the giant cross,I,6,4,5,5,6,3,5,4,1,1,2,1,68.73,5044.84,20.18,30.35,1.84,3.7,1.33,1.5,6.33,7,6.5,2.5,0,10,0.32,0,0.64,6.75,C,
101,16,5,SemRel,unint,unrel,plur,The eraser near the novelty pens,I,6,4,7,4,6,3,7,4,3,1,3,1,1,59.14,1.67,2.51,0.3,1.78,0.43,0.55,3.33,5.11,2.58,0,2.5,2.5,0,0.32,0.32,5,C,
101,17,5,SemRel,unint,unrel,plur,The waitress by the impatient seniors,A,8,2,9,7,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,2.43,1.03,3.08,0.7,0.54,2.17,1.75,2.67,0,0,0,0,0,0,6.25,U,
101,18,5,SemRel,unint,unrel,plur,The table by the antique lamps,I,5,2,7,5,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,2.06,2.03,3.08,0.73,0.49,5.33,5,3.67,0,0,2.5,0,0,0.32,6.25,U,
101,19,5,SemRel,unint,unrel,sing,The resort near the elaborate garden,I,6,4,9,6,6,3,8,5,2,1,4,2,6.65,59.14,2.98,26.29,0.88,1.78,0.6,1.44,3.67,3.67,3.33,0,0,0,0,0,0,6.08,U,
101,20,5,SemRel,unint,unrel,sing,The hydrant near the bright reflector,I,7,4,6,9,8,3,4,9,2,1,1,3,1,59.14,42.31,0.27,0.3,1.78,1.64,0.11,2.58,2,2.25,0,0,0,0,0,0,4.67,C,
101,21,5,SemRel,unint,unrel,sing,The guitar near the faulty pedal,I,6,4,6,5,5,3,5,5,2,1,2,2,15.53,59.14,1.63,1.47,1.22,1.78,0.42,0.39,4.17,5,2.63,0,0,0,0,0,0,3.75,U,
101,22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,A,7,4,9,6,6,3,9,7,2,1,3,2,5.49,59.14,10.65,1.98,0.81,1.78,1.07,0.47,6.33,6,3.92,0,0,0,0,0,0,5,U,
101,23,5,SemRel,unint,rel,plur,The canoe near the weathered oars,I,5,4,9,4,4,3,5,4,2,1,2,1,3.53,59.14,0.18,1.08,0.66,1.78,0.07,0.32,5.42,6.58,4.75,0,0,5,0,0,0.45,5.58,U,
101,24,5,SemRel,unint,rel,plur,The camera by the special lenses,I,6,2,7,6,6,2,6,6,3,1,2,2,56.9,1212.84,148.2,2.27,1.76,3.08,2.17,0.52,6.08,6.5,5.67,2.5,0,12.5,0.32,0,0.72,5,U,
113,1,1,SemRel,integ,rel,sing,The envelope for the formal letter,I,8,3,6,6,7,3,5,5,3,1,2,2,10.04,6749.25,8.31,82.53,1.04,3.83,0.97,1.92,7,6.25,6.5,27.5,0,10,1.1,0,0.64,6.25,C,
113,2,1,SemRel,integ,rel,sing,The cake with the colored candle,I,4,4,7,6,3,3,6,5,1,1,2,2,44.84,5044.84,5.06,8,1.66,3.7,0.78,0.95,6,5.42,6,2.5,2.5,0,0.32,0.32,0,6.25,U,
113,3,1,SemRel,integ,rel,sing,The hammer for the rusty nail,I,6,3,6,4,5,3,5,4,2,1,2,1,10.18,6749.25,4.45,10.45,1.05,3.83,0.74,1.06,7,6.33,5.92,35,0,25,1.27,0,1.05,5.08,C,
113,4,1,SemRel,unint,unrel,plur,The coach near the disruptive teenagers,A,5,4,10,9,4,3,9,8,1,1,3,3,29.33,59.14,0.43,4.29,1.48,1.78,0.16,0.72,3.83,3.58,2.17,0,0,0,0,0,0,5.25,U,
113,5,1,SemRel,unint,unrel,plur,The tent near the sturdy cushions,I,4,4,6,8,4,3,6,6,1,1,2,2,17.39,59.14,1.69,1.16,1.26,1.78,0.43,0.33,2.08,2.33,1.75,0,0,0,0,0,0,2.5,C,
113,6,1,SemRel,unint,unrel,plur,The dam by the musty factories,I,3,2,5,9,3,2,5,8,1,1,2,3,5.29,1212.84,0.49,16.8,0.8,3.08,0.17,1.25,1.92,3.27,2.67,0,2.5,0,0,0.32,0,4.5,C,
113,8,1,SemRel,unint,unrel,sing,The fortress near the ancient farm,I,8,4,7,4,7,3,6,3,2,1,2,1,3.37,59.14,21.61,29.76,0.64,1.78,1.35,1.49,2,2.17,2.67,0,0,0,0,0,0,4,U,
113,9,1,SemRel,unint,unrel,sing,The butler near the spoiled kid,A,6,4,7,3,6,3,5,3,2,1,2,1,6.8,59.14,2.18,327.47,0.89,1.78,0.5,2.52,1.25,1.5,2.33,0,0,0,0,0,0,5.17,U,
113,10,1,SemRel,unint,rel,plur,The vase near the vibrant flowers,I,4,4,7,7,3,3,7,6,1,1,2,2,3.84,59.14,1.02,46.61,0.69,1.78,0.31,1.68,6.42,6.33,4.67,25,0,0,1.05,0,0,5.83,C,
113,12,1,SemRel,unint,rel,plur,The bodyguard near the nervous actresses,A,9,4,7,9,8,3,6,8,3,1,2,3,5.71,59.14,67.04,2.25,0.83,1.78,1.83,0.51,3.92,5.42,4.92,0,0,0,0,0,0,6,C,
113,13,1,SemRel,unint,rel,sing,The bicycle by the warped tire,I,7,2,6,4,8,2,4,4,3,1,1,1,6.55,1212.84,1.35,2.43,0.88,3.08,0.37,0.54,6.67,5.42,5.08,2.5,0,0,0.32,0,0,5.33,C,D
113,14,1,SemRel,unint,rel,sing,The caddy near the charismatic golfer,A,5,4,11,6,4,3,10,6,2,1,4,2,2.73,59.14,0.8,1.1,0.57,1.78,0.26,0.32,6.92,6,5.33,0,0,5,0,0,0.45,5.83,C,
113,15,1,SemRel,unint,rel,sing,The church near the giant cross,I,6,4,5,5,6,3,5,4,1,1,2,1,68.73,59.14,20.18,30.35,1.84,1.78,1.33,1.5,6.33,7,4.5,2.5,0,10,0.32,0,0.64,6,C,
113,16,1,SemRel,integ,unrel,plur,The eraser for the novelty pens,I,6,3,7,4,6,3,7,4,3,1,3,1,1,6749.25,1.67,2.51,0.3,3.83,0.43,0.55,3.33,5.11,4.08,0,2.5,2.5,0,0.32,0.32,4.25,U,
113,17,1,SemRel,integ,unrel,plur,The waitress for the impatient seniors,A,8,3,9,7,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,2.43,1.03,3.83,0.7,0.54,2.17,1.75,3.08,0,0,0,0,0,0,5.33,C,
113,18,1,SemRel,integ,unrel,plur,The table for the antique lamps,I,5,3,7,5,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,2.06,2.03,3.83,0.73,0.49,5.33,5,4.25,0,0,2.5,0,0,0.32,6.42,C,
113,19,1,SemRel,integ,unrel,sing,The resort with the elaborate garden,I,6,4,9,6,6,3,8,5,2,1,4,2,6.65,6749.25,2.98,26.29,0.88,3.83,0.6,1.44,3.67,3.67,4.33,0,0,0,0,0,0,6.5,C,
113,20,1,SemRel,integ,unrel,sing,The hydrant with the bright reflector,I,7,4,6,9,8,3,4,9,2,1,1,3,1,5044.84,42.31,0.27,0.3,3.7,1.64,0.11,2.58,2,3.67,0,0,0,0,0,0,5.17,C,
113,21,1,SemRel,integ,unrel,sing,The guitar with the faulty pedal,I,6,4,6,5,5,3,5,5,2,1,2,2,15.53,5044.84,1.63,1.47,1.22,3.7,0.42,0.39,4.17,5,4.42,0,0,0,0,0,0,4.5,U,
113,23,1,SemRel,integ,rel,plur,The canoe with the weathered oars,I,5,4,9,4,4,3,5,4,2,1,2,1,3.53,5044.84,0.18,1.08,0.66,3.7,0.07,0.32,5.42,6.58,5.67,0,0,5,0,0,0.45,6,U,
113,24,1,SemRel,integ,rel,plur,The camera with the special lenses,I,6,4,7,6,6,3,6,6,3,1,2,2,56.9,5044.84,148.2,2.27,1.76,3.7,2.17,0.52,6.08,6.5,6.58,2.5,0,12.5,0.32,0,0.72,6.33,C,
135,1,7,SemRel,unint,unrel,sing,The envelope by the photo album,I,8,2,5,5,7,2,4,5,3,1,2,2,10.04,1212.84,22.82,10.24,1.04,3.08,1.38,1.05,3.17,2.33,2.17,0,0,0,0,0,0,5.67,C,
135,2,7,SemRel,unint,unrel,sing,The cake by the candy figurine,I,4,2,5,8,3,2,5,8,1,1,2,3,44.84,1212.84,35.55,0.27,1.66,3.08,1.56,0.11,2.25,4,2.45,0,0,0,0,0,0,6,C,
135,3,7,SemRel,unint,unrel,sing,The hammer by the rigid peg,I,6,2,5,3,5,2,5,3,2,1,2,1,10.18,1212.84,1.86,34.51,1.05,3.08,0.46,1.55,5.08,4.83,3.42,0,0,2.5,0,0,0.32,5.25,C,
135,4,7,SemRel,unint,rel,plur,The coach near the disciplined athletes,A,5,4,11,8,4,3,9,6,1,1,3,2,29.33,59.14,0.98,3.08,1.48,1.78,0.3,0.61,6.64,6.58,5.33,0,0,2.5,0,0,0.32,5.75,U,
135,5,7,SemRel,unint,rel,plur,The tent near the sturdy poles,I,4,4,6,5,4,3,6,4,1,1,2,1,17.39,59.14,1.69,2.18,1.26,1.78,0.43,0.5,5.55,5.5,4.58,0,0,2.5,0,0,0.32,5,C,
135,6,7,SemRel,unint,rel,plur,The dam by the murky rivers,I,3,2,5,6,3,2,5,6,1,1,2,2,5.29,1212.84,0.61,2.82,0.8,3.08,0.21,0.58,6,6.25,4.75,0,0,0,0,0,0,5.25,C,
135,7,7,SemRel,unint,rel,sing,The necklace near the colorful diamond,I,8,4,8,7,6,3,8,6,2,1,3,2,9.71,59.14,3.14,19.73,1.03,1.78,0.62,1.32,5.92,6.17,4.58,10,0,2.5,0.64,0,0.32,4.83,C,
135,8,7,SemRel,unint,rel,sing,The fortress near the ancient wall,I,8,4,7,4,7,3,6,3,2,1,2,1,3.37,59.14,21.61,66.33,0.64,1.78,1.35,1.83,6,6.33,4.92,0,0,0,0,0,0,5.25,C,
135,9,7,SemRel,unint,rel,sing,The butler near the selfish millionaire,A,6,4,7,11,6,3,6,9,2,1,2,3,6.8,59.14,15.94,5.69,0.89,1.78,1.23,0.83,5.75,5.08,3.92,0,0,0,0,0,0,5.75,U,
135,10,7,SemRel,integ,unrel,plur,The vase with the vibrant covers,I,4,4,7,6,3,3,7,6,1,1,2,2,3.84,5044.84,1.02,5.2,0.69,3.7,0.31,0.79,1.25,1.58,3,0,0,0,0,0,0,4.08,C,
135,12,7,SemRel,integ,unrel,plur,The bodyguard for the nervous jewelers,A,9,3,7,8,8,3,6,8,3,1,2,3,5.71,6749.25,67.04,0.43,0.83,3.83,1.83,0.16,2.42,3.33,3.75,0,0,0,0,0,0,5.25,C,
135,13,7,SemRel,integ,unrel,sing,The bicycle with the warped basket,I,7,4,6,6,8,3,4,6,3,1,1,2,6.55,5044.84,1.35,13.18,0.88,3.7,0.37,1.15,4.58,4.42,4.83,0,0,0,0,0,0,6.33,C,
135,14,7,SemRel,integ,unrel,sing,The caddy for the charismatic celebrity,A,5,3,11,9,4,3,10,9,2,1,4,4,2.73,6749.25,0.8,3.57,0.57,3.83,0.26,0.66,2.83,2.58,3.92,0,0,0,0,0,0,5.92,U,
135,15,7,SemRel,integ,unrel,sing,The church with the giant driveway,I,6,4,5,8,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,6.71,1.84,3.7,1.33,0.89,2.5,2.25,3.67,0,0,0,0,0,0,5.75,C,
135,16,7,SemRel,integ,rel,plur,The eraser for the novelty pencils,I,6,3,7,7,6,3,7,7,3,1,3,2,1,6749.25,1.67,2.84,0.3,3.83,0.43,0.58,6.67,6.75,6.42,2.5,0,10,0.32,0,0.64,5.75,E,
135,17,7,SemRel,integ,rel,plur,The waitress for the impatient diners,A,8,3,9,6,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,0.78,1.03,3.83,0.7,0.25,6.75,5.92,6,0,0,2.5,0,0,0.32,5.5,U,
135,18,7,SemRel,integ,rel,plur,The table for the antique chairs,I,5,3,7,6,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,9.86,2.03,3.83,0.73,1.04,6.5,6.75,6,2.5,5,15,0.32,0.45,0.8,5.42,C,
135,19,7,SemRel,integ,rel,sing,The resort with the elongated pool,I,6,4,9,4,6,3,9,3,2,1,4,1,6.65,6749.25,0.31,46.69,0.88,3.83,0.12,1.68,5.33,6.17,5.58,5,0,0,0.45,0,0,6.08,C,
135,20,7,SemRel,integ,rel,sing,The hydrant with the bent hose,I,7,4,5,4,8,3,4,3,2,1,1,1,1,5044.84,1.02,7.45,0.3,3.7,0.31,0.93,5.75,5.67,5.67,0,0,0,0,0,0,5.33,C,
135,21,7,SemRel,integ,rel,sing,The guitar with the faulty string,I,6,4,7,6,5,3,5,5,2,1,2,1,15.53,5044.84,1.63,10.18,1.22,3.7,0.42,1.05,6.67,6.5,6.17,0,0,12.5,0,0,0.72,6.08,U,
135,23,7,SemRel,unint,unrel,plur,The canoe near the weathered flags,I,5,4,9,5,4,3,5,5,2,1,2,1,3.53,59.14,0.18,3.41,0.66,1.78,0.07,0.64,1.58,1.67,2.33,0,0,0,0,0,0,4.67,C,
135,24,7,SemRel,unint,unrel,plur,The camera by the special manuals,I,6,2,7,7,6,2,6,8,3,1,2,3,56.9,1212.84,148.2,0.61,1.76,3.08,2.17,0.21,3.92,4,2.92,0,0,0,0,0,0,5.5,C,
144,1,4,SemRel,integ,unrel,plur,The envelope for the photo albums,I,8,3,5,6,7,3,4,6,3,1,2,2,10.04,6749.25,22.82,2.33,1.04,3.83,1.38,0.52,2.83,2.17,3.75,0,0,0,0,0,0,4.75,C,
144,2,4,SemRel,integ,unrel,plur,The cake with the candy figurines,I,4,4,5,9,3,3,5,9,1,1,2,3,44.84,5044.84,35.55,0.49,1.66,3.7,1.56,0.17,3.92,3.58,3.58,0,0,0,0,0,0,6.33,P,
144,3,4,SemRel,integ,unrel,plur,The hammer for the rigid pegs,I,6,3,5,4,5,3,5,4,2,1,2,1,10.18,6749.25,1.86,0.25,1.05,3.83,0.46,0.1,5.08,4.08,5.67,0,0,0,0,0,0,5.08,C,
144,4,4,SemRel,integ,unrel,sing,The coach for the disruptive teenager,A,5,3,10,8,4,3,9,7,1,1,3,3,29.33,6749.25,0.43,6.92,1.48,3.83,0.16,0.9,4.25,2.58,3.67,0,0,0,0,0,0,5.33,C,D
144,5,4,SemRel,integ,unrel,sing,The tent with the sturdy cushion,I,4,4,6,7,4,3,6,5,1,1,2,2,17.39,5044.84,1.69,1.86,1.26,3.7,0.43,0.46,1.92,2.08,3.67,0,0,0,0,0,0,3.25,C,
144,6,4,SemRel,integ,unrel,sing,The dam for the musty factory,I,3,3,5,7,3,3,5,7,1,1,2,3,5.29,6749.25,0.49,2.31,0.8,3.83,0.17,0.52,2,3.33,2.67,0,5,0,0,0.45,0,3.25,C,
144,7,4,SemRel,integ,rel,plur,The necklace with the colorful diamonds,I,8,4,8,8,6,3,8,7,2,1,3,2,9.71,5044.84,3.14,17.04,1.03,3.7,0.62,1.26,6.33,5.5,6.33,2.5,0,5,0.32,0,0.45,5.33,C,
144,8,4,SemRel,integ,rel,plur,The fortress with the ancient walls,I,8,4,7,5,7,3,6,4,2,1,2,1,3.37,5044.84,21.61,24.16,0.64,3.7,1.35,1.4,6.25,6.33,6.08,0,0,0,0,0,0,6.42,U,
144,9,4,SemRel,integ,rel,plur,The butler for the selfish millionaires,A,6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,0,0,0,0,0,0,6.08,U,
144,10,4,SemRel,integ,rel,sing,The vase with the vibrant flower,I,4,4,7,6,3,3,7,5,1,1,2,2,3.84,5044.84,1.02,22.14,0.69,3.7,0.31,1.36,5.75,6.78,6,15,0,2.5,0.8,0,0.32,6.67,U,
144,12,4,SemRel,integ,rel,sing,The bodyguard for the nervous actress,A,9,3,7,7,8,3,6,6,3,1,2,2,5.71,6749.25,67.04,15.96,0.83,3.83,1.83,1.23,4.83,4.09,5.25,0,0,0,0,0,0,6.17,C,
144,13,4,SemRel,unint,unrel,plur,The bicycle by the warped baskets,I,7,2,6,7,8,2,4,7,3,1,1,2,6.55,1212.84,1.35,1.61,0.88,3.08,0.37,0.42,4.58,3,3.5,0,0,0,0,0,0,4.42,C,
144,14,4,SemRel,unint,unrel,plur,The caddy near the charismatic celebrities,A,5,4,11,11,4,3,10,10,2,1,4,4,2.73,59.14,0.8,7.27,0.57,1.78,0.26,0.92,2.25,1.17,2.33,0,0,0,0,0,0,5.58,U,
144,15,4,SemRel,unint,unrel,plur,The church near the giant driveways,I,6,4,5,9,6,3,5,7,1,1,2,2,68.73,59.14,20.18,0.2,1.84,1.78,1.33,0.08,1.92,2.42,2.25,0,0,0,0,0,0,5.42,C,
144,16,4,SemRel,unint,unrel,sing,The eraser near the novelty pen,I,6,4,7,3,6,3,7,3,3,1,3,1,1,59.14,1.67,23.9,0.3,1.78,0.43,1.4,4.33,3.33,2.5,0,2.5,2.5,0,0.32,0.32,4.75,C,
144,17,4,SemRel,unint,unrel,sing,The waitress by the impatient senior,A,8,2,9,6,6,2,8,5,2,1,3,2,9.67,1212.84,4.04,0.71,1.03,3.08,0.7,0.23,1.17,2.08,2.58,0,0,0,0,0,0,4.75,C,
144,18,4,SemRel,unint,unrel,sing,The table by the antique lamp,I,5,2,7,4,5,2,5,4,2,1,2,1,105.2,1212.84,4.35,12.82,2.03,3.08,0.73,1.14,5,5,4.27,0,0,10,0,0,0.64,5.92,C,
144,19,4,SemRel,unint,rel,plur,The resort near the elongated pools,I,6,4,9,5,6,3,9,4,2,1,4,1,6.65,59.14,0.31,2.29,0.88,1.78,0.12,0.52,6.25,6.17,3.92,0,0,0,0,0,0,5.75,C,
144,20,4,SemRel,unint,rel,plur,The hydrant near the bent hoses,I,7,4,5,5,8,3,4,5,2,1,1,2,1,59.14,1.02,1.08,0.3,1.78,0.31,0.32,6.33,4.27,4.5,0,0,0,0,0,0,4.58,C,
144,21,4,SemRel,unint,rel,plur,The guitar near the faulty strings,I,6,4,7,7,5,3,5,6,2,1,2,1,15.53,59.14,1.63,8.1,1.22,1.78,0.42,0.96,6.83,6.58,6.08,12.5,0,20,0.72,0,0.93,4.17,P,
144,22,4,SemRel,unint,rel,sing,The trainer near the confident boxer,A,7,4,9,5,6,3,9,6,2,1,3,2,5.49,59.14,10.65,3.82,0.81,1.78,1.07,0.68,6.64,5.67,5.36,0,0,0,0,0,0,5.33,U,
144,23,4,SemRel,unint,rel,sing,The canoe near the weathered oar,I,5,4,9,3,4,3,5,3,2,1,2,1,3.53,59.14,0.18,0.67,0.66,1.78,0.07,0.22,6.67,6.08,4.83,0,0,10,0,0,0.64,6,C,
144,24,4,SemRel,unint,rel,sing,The camera by the special lens,I,6,2,7,4,6,2,6,4,3,1,2,1,56.9,1212.84,148.2,4.67,1.76,3.08,2.17,0.75,6.75,6.58,4.83,2.5,0,20,0.32,0,0.93,5.5,C,
148,1,4,SemRel,integ,unrel,plur,The envelope for the photo albums,I,8,3,5,6,7,3,4,6,3,1,2,2,10.04,6749.25,22.82,2.33,1.04,3.83,1.38,0.52,2.83,2.17,3.75,0,0,0,0,0,0,4.75,C,
148,2,4,SemRel,integ,unrel,plur,The cake with the candy figurines,I,4,4,5,9,3,3,5,9,1,1,2,3,44.84,5044.84,35.55,0.49,1.66,3.7,1.56,0.17,3.92,3.58,3.58,0,0,0,0,0,0,6.33,C,
148,3,4,SemRel,integ,unrel,plur,The hammer for the rigid pegs,I,6,3,5,4,5,3,5,4,2,1,2,1,10.18,6749.25,1.86,0.25,1.05,3.83,0.46,0.1,5.08,4.08,5.67,0,0,0,0,0,0,5.08,U,D
148,4,4,SemRel,integ,unrel,sing,The coach for the disruptive teenager,A,5,3,10,8,4,3,9,7,1,1,3,3,29.33,6749.25,0.43,6.92,1.48,3.83,0.16,0.9,4.25,2.58,3.67,0,0,0,0,0,0,5.33,U,
148,5,4,SemRel,integ,unrel,sing,The tent with the sturdy cushion,I,4,4,6,7,4,3,6,5,1,1,2,2,17.39,5044.84,1.69,1.86,1.26,3.7,0.43,0.46,1.92,2.08,3.67,0,0,0,0,0,0,3.25,C,
148,6,4,SemRel,integ,unrel,sing,The dam for the musty factory,I,3,3,5,7,3,3,5,7,1,1,2,3,5.29,6749.25,0.49,2.31,0.8,3.83,0.17,0.52,2,3.33,2.67,0,5,0,0,0.45,0,3.25,P,
148,7,4,SemRel,integ,rel,plur,The necklace with the colorful diamonds,I,8,4,8,8,6,3,8,7,2,1,3,2,9.71,5044.84,3.14,17.04,1.03,3.7,0.62,1.26,6.33,5.5,6.33,2.5,0,5,0.32,0,0.45,5.33,C,
148,8,4,SemRel,integ,rel,plur,The fortress with the ancient walls,I,8,4,7,5,7,3,6,4,2,1,2,1,3.37,5044.84,21.61,24.16,0.64,3.7,1.35,1.4,6.25,6.33,6.08,0,0,0,0,0,0,6.42,U,
148,9,4,SemRel,integ,rel,plur,The butler for the selfish millionaires,A,6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,0,0,0,0,0,0,6.08,U,
148,10,4,SemRel,integ,rel,sing,The vase with the vibrant flower,I,4,4,7,6,3,3,7,5,1,1,2,2,3.84,5044.84,1.02,22.14,0.69,3.7,0.31,1.36,5.75,6.78,6,15,0,2.5,0.8,0,0.32,6.67,U,
148,12,4,SemRel,integ,rel,sing,The bodyguard for the nervous actress,A,9,3,7,7,8,3,6,6,3,1,2,2,5.71,6749.25,67.04,15.96,0.83,3.83,1.83,1.23,4.83,4.09,5.25,0,0,0,0,0,0,6.17,U,
148,13,4,SemRel,unint,unrel,plur,The bicycle by the warped baskets,I,7,2,6,7,8,2,4,7,3,1,1,2,6.55,1212.84,1.35,1.61,0.88,3.08,0.37,0.42,4.58,3,3.5,0,0,0,0,0,0,4.42,C,
148,15,4,SemRel,unint,unrel,plur,The church near the giant driveways,I,6,4,5,9,6,3,5,7,1,1,2,2,68.73,59.14,20.18,0.2,1.84,1.78,1.33,0.08,1.92,2.42,2.25,0,0,0,0,0,0,5.42,C,
148,16,4,SemRel,unint,unrel,sing,The eraser near the novelty pen,I,6,4,7,3,6,3,7,3,3,1,3,1,1,59.14,1.67,23.9,0.3,1.78,0.43,1.4,4.33,3.33,2.5,0,2.5,2.5,0,0.32,0.32,4.75,C,
